"url";"Local";"Direccion";"Precio";"Ingredientes";"nota";"texto"
"https://365sanguchez.com/bar-luca-sydney/";" Bar Luca";"52 Phillip Street, Sydney";"17 AUD";"Hamburguesa, Queso americano, Tocino glaseado con miel de maple, Alioli con miel de maple, Poutine, Pan de leche";5;"Bar Luca es un prendido bar y restaurante en Sydney, que queda bastante cerca de Circular Quay (sector donde está el Opera House). Apenas llegué a la ciudad, contacté a varios bloggers de comida locales. Todos me dieron varias recomendaciones, pero el único que se repitió en todas las listas, fue Bar Luca. De hecho, investigando un poco, supe que tenían la hamburguesa más famosa de Sydney. Así que, por primera vez, ya sabía lo que tenía que pedir sin siquiera ver la carta.Ojo que Bar Luca incluso tiene una aplicación en la Apple Store, donde puedes ir acumulando puntos para canjear por dinero, hamburguesas y más! Además, los dueños tienen otros dos restaurantes: @LoadedByBL y @BlBurgers El menú de hamburguesas de Bar Luca No importa. Pueden tener miles de opciones, pero si es su primera visita solo tienen dos opciones: la ultra premiada Blame Canada, o su versión picante Flame Canada. Lamentablemente solo pude probar la primera, y pucha que me arrepiento de no haber vuelto! Era tan rica, que la picante me imagino que debe ser la mejor del mundo.Una vez que hayan probado ambas, ya pueden ver el resto del menú (revisen las fotos!)."
"https://365sanguchez.com/bar-manio-vitacura/";" Bar Mañío";"El Manio 3665, Vitacura";"$6.800";"Pan de berlín,  cerdo, semillas de mostaza, repollo morado encurtido, mermelada de cebolla y Kétchup casero";3;"Hoy fui a uno de mis bares preferidos: @elBarManio. Y de entrada, les digo que probé uno de los panes más ricos de mi vida. Los pedí gracias a la recomendación de@ComeConGanay pucha que le achuntó!! Estaban bien buenos. El pan, es un berlín. Sí, un berlín. Tal cual, pero sin manjar ni crema pastelera, sino que venían rellenos con cerdo, semillas de mostaza, repollo morado encurtido, mermelada de cebolla y Kétchup casero (4 unidades, como en la foto). Harto buenos la verdad. El pancito es la mezcla perfecta entre dulce y salado.Entre crocante por fuera y esponjoso por dentro. Hasta dan ganas de comérselos solos. El encurtido con las semillas de mostaza, gran combinación, les diría que son un gran acierto. Y el chanchito estaba rico. No una maravilla, pero súper bien. La única lata, y la razón por la cual no saca mejor nota, es que en la tapa superior del pan sentí FULL sabor a margarina ? jajaj. La @catabarra_ lo probó y según ella nada que ver, y según el chef tampoco, pero eso sentí yo jaja así que llámenme loco, pero eso fue lo único que no me gustó, y que le bajó por lo menos una nariz.El resto, impeque. Incluso, después probé en este mismo pan, unos de asado de tira ultra ricos y jugosos, aunque le hubiese echado más palta y más mayo. Pero ahí el pan no tenía esa “margarina” y andaban mucho mejor ?. Vengan a comer estos pancitos!!"
"https://365sanguchez.com/bar-monsenor-terraza/";"Bar Monseñor Terraza";"Av San Josemaría Escrivá de Balaguer 6400, Vitacura, Región Metropolitana";" $7.900";"Hamburguesa de costillas, barbecue artesanal, cebollas caramelizadas y lechuga";3;"Hamburguesa de costillas (sin hueso, obvio) bañadas en barbecue artesanal, con cebollas caramelizadas y lechuga. Esto es en el @Monsenor.Terraza.Bar de Borde Río. Fui con la @SofiaGoycoolea y por suerte yo elegí este sándwich, porque el otro que hay, que se lo pidió la Sofi, estaba muy fome y malo! Pero este de costillas es una apuesta distinta, y estaba bien rico. Quizás eché de menos algún producto como la palta por ejemplo, para contrarrestar un poco el dulzor reinante del sándwich (tanto del barbecue como de la cebolla). De hecho, decía que venía con salsa tártara, cosa que no fue, pero le hubiese venido muy bien, para refrescar un poco. Deslicen para ver el resto de las fotos. Y les cuento que la terraza que tienen es la raja. Muy taquilla"
"https://365sanguchez.com/bar-nacional-santiago/";"Bar Nacional";"Huérfanos 1109, Santiago, Región Metropolitana";" $5.800";"Posta rosada y un queso del Lago Ranco";3;"El mejor Barros Luco que me he comido. Así no más. En estos más de seis meses, el del Bar Nacional es por lejos el mejor churrasco con queso derretido que he probado. Y es que pucha que se nota cuando usan buenos ingredientes. Posta rosada y un queso del Lago Ranco en abundantes cantidades, que se mantiene derretido y cremoso todo el tiempo. Exquisito. Qué bueno encontrar algo tan bueno y tan simple. Don Tinto no se equivoca al incluir a este local como un imperdible para almorzar en Santiago. ¿A quién más le gusta el Bar Nacional?"
"https://365sanguchez.com/bar-red2one-las-condes/";"Bar Red2One del Hotel W";" Isidora Goyenechea 3000, Santiago, Las Condes, Región Metropolitana";"$9.000";"Cordero, hummus";4;"Por favor pongan atención acá. Y es que con @MaxKbzonprobamos una maravilla en el bar Red2One del Hotel W: el wrap de cordero con hummus. Lo habíamos pedido en ciabatta para transformarlo en sándwich, pero por cosas de la vida finalmente lo probamos en tortilla. Por lo mismo, no califica para @365sanguchez, pero estaba ESPECTACULAR (y creo firmemente que entre dos panes llegaba a las 5 narices). Ahora, este sanguchito de salmón, también estaba mortal. Súmenle la vista, y es un lugar que, a pesar de lo caro, está impresionante."
"https://365sanguchez.com/bar-red-frog-providencia/";" Bar Red Frog";"Tobalaba 1099, Providencia, Región Metropolitana";"$6.900";"Carne mechada, pastelera de choclo, tomates asados y cebolla morada, en un panini.";3;"Gracias a la recomendación de Ricardo Cox, supe que en el bar Red Frog de Tobalaba vendían sándwiches bien ricos. Así que partí recién para allá y me llevé una buena sorpresa (porque además me queda cerca de la casa jaja). Si deslizan pueden ver los otros sándwiches que hay, pero me pedí uno con carne mechada (desmenuzada, más bien), con pastelera de choclo, tomates asados y cebolla morada, en un panini.En general es un buen sándwich. También probé uno de pollo con mostaza miel, bastante rico igual. Es decir, es una buena visita. Pero no les va a cambiar la vida ni nada. En todo caso, para ser un bar, encuentro que es una excelente opción. La carne estaba blandísima y suave. Yo le hubiese puesto más sazón, alguna malicia… Algo picante que sea. Porque estaba sin mucha preparación encima. La pastelera de choclo, rica pero un poco diluida. Faltó consistencia ahí. Y el pan, normal. Sí estaba tostado, pero no tenía ninguna otra gracia que la de contener. Para acompañar, una cerveza que con el pasar de los días se ha transformado en mi chela preferida: la @cerveza_austral Patagona (Red Ale). Al principio era la Calafate, pero ahora sí o sí esta."
"https://365sanguchez.com/barrica-94-bellavista/";"Barrica 94";"Patio Bellavista, Bellavista 052, Local 94, Bellavista, Santiago";"$5.900";"Pollo al cognac, palta, lechuga, papas hilo, en pan italiano. Viene con su caldo para untar";2;"Otro pollo que no me convenceBarrica 94 Patio BellavistaCómo lleguéCon la Emilia (@EmiliaDaiber) andábamos apurados, así que fuimos al Barrica 94 Patio Bellavista para ver si podíamos encontrar un sándwich bueno ahí. Las referencias que teníamos era por su carta de vinos, pero sabía que tenían un par de sánguches, así que atacamos.Fotos tomadas con mi Sony Xperia XEl restaurante Barrica 94 Patio BellavistaEl restaurante Barrica 94 Patio Bellavista es un Wine Bar con una amplia carta de vinos.Tiene bastante onda, y se nota que se preocuparon de hacer una buena pega en cuanto a decoración. En el Patio Bellavista mismo tienen la terraza principal, bastante rica. Adentro, amplios comedores, con murales pintados con ilustraciones relacionados al mundo del vino. En uno de los muros hay una cava enorme con cientos de botellas.Ojo que en el segundo piso hay otra terraza que tiene vista al Patio Bellavista. También bastante buena. De hecho, a pesar de que nos sentamos abajo, creo que este spot está mejor, solo que estaba medio muerto.Les dejo su página web.La carta de sándwichesBarrica 94 Patio Bellavista ofrece cinco sándwiches, todos bastantes distintos entre sí, cosa que se agradece. Lo más “clásico” sería una hamburguesa a lo pobre. Ojo que tienen una opción vegetariana!! Es de betarragas, con humus, camote peruano, cebollín y queso de cabra. Me tincó!Además, está el sándwich de pollo al cognac que me pedí, además de uno de mechada y otro de pescado frito.El sándwich de pollo al cognacEl sándwich que pedí es una típica preparación chilena. Tiene pollo al cognac, con lechuga, palta y papitas hilo. La verdad, ustedes saben el tema que tengo con los sándwiches de pollo. A pesar de que me gusta mucho el pollo, me ha costado encontrar sándwiches buenos.Este no cumplió con las expectativas. La preparación al cognac es exquisita, pero sentí que no se notó el sabor. Lo que sí rescato es que incluían un pocillo con el caldo para echárselo al sándwich. En el fondo, el pollo estaba un poco insípido. Le faltó enjundia. ¿Quizás dejarlo remojando en el caldo más tiempo? No sé cuánto tiempo lo habrán hecho, pero le faltó. La Emilia también lo probó, y lo encontró derechamente “fome. Muy fome”.El pan y las papasEl pan, normal. Es un ciabatta blando, pero que le hubiese venido bien más tostado, especialmente por dentro. Clave tirarlo a la plancha enmantequillado, o quizás al horno pero estaba muy blancucho.Las papas hilo, para mi, siempre tienen que ser MUY crujientes y no era el caso.Sándwich de pollo al cognac con cerveza Austral Lager.En resumenNo era un sándwich malo malo, pero sí fome. No tenía ninguna gracia. Así que no le puedo poner más de dos narices de chancho. Con la Emilia concordamos en que obvio que “se deja comer”, pero sin disfrutarlo.Hablando de sándwiches de pollo al cognac, me gustó mucho más el que probé en la sanguchería Puro Chile (link aquí)."
"https://365sanguchez.com/bar-the-clinic-bellavista/";" Bar The Clinic, Bellavista";"Constitución 181, Providencia";"$5.800";"Plateada al vino tinto, cebolla caramelizada, queso fundido y champiñones, en marraqueta";2;"A pesar de que lo encuentro bien choro y prendido, no me logran gustar los sándwiches del Bar The Clinic. Ya he ido como tres veces, y siempre me ha ido mal. Esta vez fui con @maxkbzon y me pedí un “Marín 014”: plateada al vino tinto, cebolla caramelizada, queso fundido y champiñones, en marraqueta. Es una mezcla ya probada, que funciona, pero parece que no siempre.El queso no me gustó nada. Era demasiado empalagoso. La marraqueta no tenía crocancia alguna. Y los ingredientes en general estaban mal distribuidos. Recién a la cuarta mascada pude probar todos los ingredientes juntos.La plateada estaba rica, pero no tan jugosa."
"https://365sanguchez.com/bar-victoria-valparaiso/";" Bar Victoria";"Calle Salvador Donoso 1540, Valparaíso, Región de Valparaíso";" $4.500";"Churrasco, tomate, porotos verdes y ají verde";1;"Después supe que no tenía que haber idoBar Victoria ValparaísoEl Bar Victoria Valparaíso está ubicado en la calle Salvador Donoso 1540. Es un bar, restaurante y café, que se especializa en servir menús ejecutivos, como casi la totalidad de locales en Valparaíso.Adentro es un poco oscuro, pero está bastante bien decorado. A pesar de que cuando fuimos no había nadie más, creo que es bien choro como lugar. Tiene varios objetos de colección antiguos, y da como para darse una vuelta revisando sus rincones. Cómo llegué al Bar Victoria ValparaísoCorta y simple: algunos del equipo de Mega.cl habían encontrado un “menú ejecutivo” rápido, rico y lo suficientemente barato como para que nos alcance con el viático. Y como quedaba cerca del hotel donde nos quedábamos, con todo el equipo quisimos ir a conocer Bar Victoria Valparaíso. Carta de sándwiches Bar Victoria ValparaísoBar Victoria Valparaíso tiene siete sándwiches distintos. De ellos, los más choros les diría que eran la mechada con queso… y eso. Hay dos de pollo (pedí uno de esos, pero no había. Y era la especialidad de la casa. Plop), un vegetariano y los clásicos Barros Luco y Churrasco Chacarero. Churrasco Chacarero Bar Victoria ValparaísoUna lástima. Esa es la expresión que mejor describe lo que sentí tanto al ver como al probar el churrasco Chacarero.Un tomate en colores “degradé” (algunos partían rojos pero terminaban verdes”, unos porotos verdes de color oscuro que no tenían muy buena pinta, y un ají verde casi inexistente. ¿Qué más puedo pedir para un sándwich malo? ¿Una marraqueta poco crujiente? Boom! Aquí la tienes.La carne hay que decir que andaba bien. No era rica rica, pero me la imaginaba con arroz o unas papas mayo al lado y podía pasar como un buen plato para un menú.Pero como sándwich, muy malo. Nada que destacar. Una pena. En resumen: no vengan al Bar Victoria ValparaísoSé que suena un poco fuerte, pero es que casi ninguno de los que fuimos a comer quedó feliz con lo que pidió, salvo el director. El resto, ahí no más. Y el sándwich, malo. Muy malo.Después hablé con un food blogger de la zona, y me dijo que el Bar Victoria Valparaíso es “conocido por lo fome y malo. No sé por qué fuiste para allá”."
"https://365sanguchez.com/bavaria-paine/";"Bavaria";"Caletera Km 40, Panamericana Sur, Paine.";" $6.250";"Tomate, palta, chucrut, mayonesa y americana.";3;"Un clásico de la carretera. ¿Quién ha ido a algún Bavaria? Acá pasé a uno de los primeros, el de Paine. Y cómo no pedir una “Pierna de Jamón Praga” al estilo de la casa. Tomate, palta, chucrut, mayonesa y americana."
"https://365sanguchez.com/bbb-santiago-las-condes/";"BBB";"Av. las Condes 13457, Lo Barnechea, Las Condes, Región Metropolitana";" $8.000";"Hamburguesa de 230 grs, tocino crocante, queso Mozzarella fundido, champiñones salteados, tomate, pepinillo dill y mayonesa merkén.";3;"Hace como dos años, vine al BBB y me comí una de las mejores hamburguesas que había probado hasta ese momento. Me acuerdo que se llamaba “Impossible” y la hacían con aceite de sésamo (o de orégano jaja, ya no me acuerdo bien), y estaba espectacular. Hoy volví después del “matri civil” de @rorroconchas y la Coca Jordan, a modo de celebración, y a pesar de que ya no estaba esa burger, comimos bastante bien. No increíble, pero bien. Pedí la “Big Mountain”: Hamburguesa de 230 grs, tocino crocante, queso Mozzarella fundido, champiñones salteados, tomate, pepinillo dill y mayonesa merkén. Parto diciendo que era una buena mezcla de ingredientes. Pero la carne misma, que al resto de la mesa les encantó, yo la sentí muy seca. Era bastante granulada, cosa que se agradece, y se sentía el sabor de carne-carne. Pero estaba bieeeen seca también. Para qué andamos con cosas. El pan, mejorable. Era como el típico pan que compras a la rápida en un súper o que encuentras en los cumpleaños de niños. Falta una mejor elección ahí. El queso bien rico. Lo mismo con la mayo: estaba perfecta. Me encantó. Tenía el toque justo de picante. Los champiñones le daban jugosidad y textura. El tocino estaba pasado, pero dentro de, pasaba piola. En resumen, cumple. Pero hecho de menos la “Impossible”"
"https://365sanguchez.com/bere-bere-burger-concepcion/";"Bere Bere Burger";"Bere Bere Burg Libertador Gral. Bernardo O’Higgins 1472, Concepcióner";"$4.600";" Hamburguesa de habas y garbanzos, con palta, salsa de cilantro con ajo, queso Mozzarella y aros de cebolla apanados.";4;"El mejor sándwich que probé en Concepción. Corta. Así no más. Y hay más: ES VEGETARIANO! Y de un local que no recibe todo el ruido que debería. El restaurante se llama @berebereburger, y sólo tiene 5 mesitas… Pero los dos sándwiches veggies que probé estaban ATÓMICOS. El de la foto era el mejor, y tiene una hamburguesa de habas y garbanzos, con palta , salsa de cilantro con ajo, queso Mozzarella y aros de cebolla apanados . Lo primero que hay que destacar, es que la burger misma era crocante por fuera, blandita por dentro, y bien mojadita (el gran pecado de las vegetarianas, que muchas veces son una mazamorra sequísima). Pero aquí en Bere Bere no. MUY buena. Como para invitar a un carnívoro a fondo a que lo pruebe. Y hay más. La salsa… Ooooh, al fin una salsa con textura perfecta, no esas que parecen agua con colorante. Riiiica, con el toque justo a ajo. Los aros de cebolla no eran los mejores del mundo (aunque @catabarra_los amó, pero yo sentí como que no estaban todo lo fresco que podrían estar). Palta bien que le aporta harta cremosidad, y un pan normal, que no destaca. Tremendo sánguche! Y el otro vegetariano con burger de champiñones también estaba tremendo, pero no tanto como este. Quiero comer de nuevo acá!"
"https://365sanguchez.com/berlusconi-arbequina/";"Arbequina";"Capellán Abarzúa 8, Providencia.";"$5.600";"Carne, zucchini grillado con un toque de ajo, pimentón acaramelado, champiñones y ricotta.";5;"Soy una persona simple. O más bien, fácil (de seducir!). Si estoy viajando y el hotel donde me quedo me deja un chocolatito en la almohada, se gana mi corazón. Y es que independientemente de mi excesivo amor por la comida, los regalos siempre son bien recibidos. ¿O no? Por algo el dicho de “a caballo regalado, no se le miran los dientes”, y también que lo gratuito es una de las bases de las ventas (en los clásicos canales de “Llame ya” abusan de darte una unidad extra si compras de inmediato; en el Metro de Santiago te “regalan” calendarios para que después dejes una donación, y así un sinfín de ejemplos). En el fondo, al entregar algo, lo más probable es que generes una reacción favorable en el otro, generando que te compre, consuma, promocione, o haga lo que quieras.Eso fue justamente lo que me pasó hoy. Porque al conocer el local de sandwiches y ensaladas “Arbequina”, tuve una reacción favorable. Y es que Arbequina cae bien. Y adivinaron: cae bien porque te regalan cosas. No solo a los clientes, sino que a cualquier transeúnte que pase por ahí. Entras al local, sacas un pancito (o un pedazo de tortilla salteada… ojalá les toquen esas tortillitas!! Son mortales. Vienen condimentadas con especias, y al untarlas en una de sus mágicas salsas… YA!, Perdón, mejor vuelvo a hablar de lo otro porque si no podría detallarles varias líneas sobre lo rico que son esas tortillas jaja). Ejem ejem. Como les decía… puedes sacar un pancito con alguna de sus 12 salsas, además de un mini bowl blanco, estilo japonés, para tomar un reponedor consomé. Con eso ya te engatusan y te dan ganas de sentarte a pedir.La carta de Arbequina sándwichUna vez atrapado en su pequeña pero acogedora terraza, ves la carta y sientes que se te cayó la mandíbula y que babeas por lo atrevido de las combinaciones y lo detallista de las descripciones. Sándwiches de ají de gallina, uno tipo pastel de choclo, otro con crema de arándanos. La carta es amplia. Y los platos, contundentes (incluso las ensaladas!).El sánguche de Arbequina sándwichHoy me pedí la maravilla de la foto que, según su dueño Pedro, es el sándwich ícono de Arbequina: el Berlusconi. Y hay que decir que le hace honor a su nombre: productos de origen italiano, frescos como Silvio, atrevidos, cancheros, jugados, polémicos… hasta peligrosos. Anoten: carne bien sazonada, zucchini grillado con un toque de ajo, pimentón caramelizado, champiñones y ricotta, todo en un crujiente y calientito ciabatta.Soy fan de la mezcla de la ricotta con cosas dulces (el pimentón en este caso). Así que “Berlusconi” partió bien. Además, súmenle el pan tostado (para mi un “desde”, pero que lamentablemente en Chile no se suele hacer), y una carne que me recuerda a la usada en el clásico Lomo Saltado peruano. Quizás los pimentones estaban un poco pasados al azúcar, pero con el hambre que tenía a las 14:00 después de haber pasado por varias reuniones en mi trabajo, ni me importó. 5 narices de chancho para esta obra de arte, y el bonus de que volveré a probar al menos 2 preparaciones más, para que este local tenga el lugar que merece en esta guía sanguchera. Pedro, felicitaciones. Te lo mereces, y suerte en la ampliación!"
"https://365sanguchez.com/biergeist-vitacura/";"Biergeist";"Av. Nueva Costanera 3100, Vitacura, Santiago";"$7.500";"Lomo sajón, salsa Roquefort, nueces, champiñones laminados y rúcula, en pan toscano.";4;"De Alemania, poco. De sabor, mucho.Biergeist VitacuraCómo lleguéEn general tengo dos horas para almorzar entre la reunión de pauta de la mañana en TVN, y el desarrollo del programa en la tarde. Pero hoy tuve menos tiempo, por lo que tuve que tuve que elegir algo que quede a la pasada. Así fue que con el gran pintor nacional Santiago Errázuriz (@SantiagoErrázuriz) fuimos al Biergeist Vitacura.El restaurante Biergeist VitacuraEstá al comienzo de Nueva Costanera, esquina con Avenida Vitacura. Si no me equivoco, en la “esquina de la muerte”, donde han pasado diversas tiendas como Shot & Go y Three Monkeys Eyewear. Según he escuchado, todos han salido corriendo de ahí por los incontables robos. Espero que no pase lo mismo con el Biergeist.De naturaleza alemana (a pesar de que también ofrece un par de platos criollos), pueden hacerse una idea de su calidad por sus dueños. Son los mismos del Tante Marlene (no confundir con el Lili Marleen). Tiene una terraza amplia que da a la calle, y adentro un par de mesas pero en un ambiente más bien chico junto al bar. ¿La verdad? Es bien fome el local. Le falta onda. No tiene nada llamativo, ni nada alemán. Por lo mismo, imposible invitar a comer a tu pareja. Es más para compartir una cerveza con amigos, pues responde al estilo de “jardín de cerveza” (biergarten).La cartaEl apartado de sándwiches tiene dos zonas. La primera son los clásicos. Aquí puedes elegir la proteína entre gorda, fricandela, churrasco, lomo de cerdo, pechuga de pollo, pavo ahumado y arrollado de campo. Una vez elegido, súmale una combinación entre italiano, luco, chacarero, chileno, completo, chemilico o alemán.La segunda zona es la de los sándwiches gourmet. Le pedí una recomendación al mozo, que era chef de profesión y se manejaba perfecto tanto con la carta como con los procesos de cocina, y me dijo que me fuera por el Sajón. Lomo sajón (encurtido y ahumado), salsa Roquefort, rúcula, champiñones laminados y nueces, en pan toscano.El Sándwich de Lomito SajónVoy a partir citando a Santiago, quien se despachó la siguiente frase. Dijo “vale cada uno de sus p*tos pesos. No le cambiaría nada”. Uf. Tremenda declaración. Pero no estaba tan lejos de mi opinión. Les cuento.El lomo mismo estaba increíble. Bien tierno y blando, fácil de cortar hasta con cuchara. Viene encurtido y ahumado, y además lo presentan cortado en pequeños cubos. Son por así decirlo, calugas de sabor. Muy ricas. Me imagino que lo cortan así para evitar las típicas peleas que uno tiene con las carnes grasientas o latigudas, aunque eso pasa más con un mal churrasco que con un mal lomito. Y aquí no es el caso. Será.Las nueces estaban de muy buen tamaño. He probado varios sándwiches con ellas, y muchas veces están tan grandes que el sabor final que queda en tu boca es el de nueces en vez del conjunto sanguchero. ¿Han notado que al comer nueces siempre queda un pedacito dando vueltas por ahí? Apesta jajaj pero aquí no pasa.La salsa de queso azul, de las mejores que he probado. Me ha pasado muchas veces con el Roquefort que al ser tan invasivo, el resto de los ingredientes se pierden. Pero aquí está mezclado con Queso Crema y es una pasta más suave y más líquida. Exquisita.El pan toscano (con aceitunas negras, por si no están familiarizados con el término), venía calientito y bien crocante, pero no pasado. Me encantó.Para maridar, su buen schop Imperial heladito. ¡Pucha que son buenas las cervezas del extremo austral de Chile!Algo más: Crudo Había leído y escuchado que lejos lo mejor era el crudo. Así que no podía irme sin probarlo. Es de carne de novillo y viene sin limón. Le ponen alcaparras, mostaza fuerte, pepinillo dill, ciboulette y pimienta. Estaba muy blando y jugoso, además de bien condimentado. Me gustó, aunque lo encontré pequeño.En resumenFue un agrado comerme este sándwich. Eso sí, me dolió que haya subido más de $1.000 en el último año. Es cierto que de sabor sorprende, pero no podemos olvidar que nos cobran $7.500, que es haaarta plata por un sándwich. Y además… ¡dónde están las papas! Si pago esa cantidad de dinero, quiero mis papas fritas o algo para llenar la guata. ¿Cierto?Aprovecho de darle un consejo a los dueños: el plato es demasiado grande. Por lo mismo, el sándwich se ve pequeño (aunque no lo sea), y eso ayuda a que uno quede con hambre. Para darle una vuelta…Mención especial para el mozo, quien, como les dije más arriba, recitaba a la perfección todos los procesos de cocina de toda la carta. Hasta daba hambre escucharlo, por lo que fue muy fácil y natural hacerle caso en sus recomendaciones.Rico lugar, pero caro. ¿Vale la pena? Al menos para probarlo una vez, sí."
"https://365sanguchez.com/blue-jar-santiago-centro/";"Blue Jar";"Amanda Labarca 102, Santiago";"$6.500";"Filete de res, con relish de betarraga, raíz picante (rábano), aros de cebolla y champiñones Portobellos";5;"Hoy me invitó a almorzar mi escritora favorita de Instagram: @mirellagranucci ???. Y debo decir que le achuntó 100% con el local que eligió: el Blue Jar (@blue_jar_restaurant), que está detrás de La Moneda. Ahí me encontré con los sándwiches preferidos de @fedetour, que son los sándwiches daneses. En el fondo, son sanguchitos muy producidos, pero abiertos y muy típicos en el norte de Europa. Probamos las 3 variedades que tienen, y les tengo que decir que pedir el de filete de res, con relish de betarraga, raíz picante (rábano), aros de cebolla y champiñones Portobellos, es una MA-RA-VI-LLA. Es caro para lo “chico” que es…. Pero si hablamos de sabor, estos chiquillos son unas máquinas. Exquisito. El filete…. Bueno, es filete. Blandito y en su punto. Los aros de cebolla, con un apanado muuuuy pero muy suave. Crocante. Livianito. Perfecto. El relish de betarraga, está para copiar. Porque es LA RAJA. El pan que usan en la base es de masa madre, y tiene excelente consistencia para contener todos los jugos. Pero lo que les quiero transmitir acá, es que es un sándwich muy distinto a lo que estamos acostumbrados. Es la raja. Tiene cremosidad. Tiene crocancia. Tiene dulzor. Tiene todo!! Es la raja! Si hubiesen venido dos, probablemente se llevaban las 5 narices. Algo más? PIDAN LOS HUEVOS ESCOCESES!! CSM!! Es lo mejor que he probado en mi vida. Vienen con un kétchup casero, y les juro que dan ganas de comer infinitos huevos. Los amé!!"
"https://365sanguchez.com/boca-calle-providencia/";"Boca Calle";" Dr Manuel Barros Borgoño 81, Providencia, Región Metropolitana";"$7.600";"Costillar de cerdo desmenuzado a la chilena con mix verde, mayonesa al merkén y ensalada chilena,pan Ciabatta";4;"ACLARACIÓN: Los sándwiches de 4 narices son exquisitos. Casi perfectos. Solo que los de 5 narices, son esos que apenas los pruebo, me da un “orgasmo gastronómico” jajaj y quedo feliz por una semana recordando cada mordisco. Pero los de 4 son excelentes. Se los sigo para que los sigan, porque es casi una obligación ir a esos también ???. Los de 3 son simplemente “buenos”. Los de 2 son malos y los de 1 son cuando me dan ganas de llorar. Dicho eso, paso a contarles que con mi amigo Sebastián Cavallo (@ElCavalloPi) conocimos “Boca Calle” (@bocacallecl), una nueva sanguchería en la calle Doctor Barros Borgoño, y la encontramos buenísima. Con harta onda en cuanto a decoración, y un sándwich muy rico de costillar de cerdo desmenuzado a la chilena con mix verde, mayonesa al merkén y ensalada chilena, en pan Ciabatta. Me hubiese gustado notar más el picante, porque apenas se sentía. Y el pan era como los de Perú. Es decir, más blandos que crujientes. Pero todos los sabores eran armónicos, y quedé con ganas de probar otros. De hecho, tienen varios vegetarianos que pintan bien."
